Date,Workout,Result,Prescribed,Pukie,Work performed,Work time,Formatted Result,Notes,Description
2011-07-05,"Muscle-ups, Deadlifts, Handstand Push-ups, Rows",7716,false,false,7716,,,"Muscle up sub stitution, Strict pull-ups with band or ring rows, Bar Dip negatives.
HSPU- Negatives to 45lb plate (4"")","3 rounds of:
8 Pull-up (green band)s
4 Deadlifts 115 lbs
4 Handstand Push-up (negative)s
400 m Rows
8 Bar Dips"
2011-07-02,Annie,638000,true,false,37330,,,"","50 Double Unders
50 AbMat Sit-ups
40 Double Unders
40 AbMat Sit-ups
30 Double Unders
30 AbMat Sit-ups
20 Double Unders
20 AbMat Sit-ups
10 Double Unders
10 AbMat Sit-ups"
2011-07-02,Front Squat 3-3-3-1-1-1,598.7419284,true,false,4540,,"1320 lbs | 105 lbs, 105 lbs, 105 lbs, 115 lbs, 125 lbs, and 135 lbs","","3 Front Squats 105 lbs
3 Front Squats 105 lbs
3 Front Squats 105 lbs
1 Front Squat 115 lbs
1 Front Squat 125 lbs
1 Front Squat 135 lbs"
2011-07-01,Filthy Fifty,1172000,false,false,73561,,,"Intermediate: 18 in Box, 10 lb Wall balls","35 Box Jump (18 in.)s
35 Jumping Pull-ups
35 Kettlebell Swings 1 pood
35 Walking Lunges
35 Knees To Elbows
35 Push Press 45 lbs
35 Back Extensions
35 Wall Balls 10 lbs
35 Burpees
35 Double Unders"
2011-06-30,"Handstand Push-ups, Pull-up (strict)s, Toes-to-Bars, Rests",7.0,false,false,17802,,,"Green and blue band for hspus
Green band for pull-ups
Toes to parallel","1 Handstand Push-up
1 Strict Pull-up
1 Toes-to-bar
Rests 30 secs
2 Handstand Push-ups
2 Strict Pull-ups
2 Toes-to-bars
Rests 30 secs
3 Handstand Push-ups
3 Strict Pull-ups
3 Toes-to-bars
Rests 30 secs
4 Handstand Push-ups
4 Strict Pull-ups
4 Toes-to-bars
Rests 30 secs
5 Handstand Push-ups
5 Strict Pull-ups
5 Toes-to-bars
Rests 30 secs
6 Handstand Push-ups
6 Strict Pull-ups
6 Toes-to-bars
Rests 30 secs
7 Handstand Push-ups
7 Strict Pull-ups
7 Toes-to-bars
Rests 30 secs
8 Handstand Push-ups
6 Strict Pull-ups
8 Toes-to-bars
Rests 30 secs"
2011-06-29,"10,000 pounds",593000,false,false,14247,,,"","15 rounds of:
1 Back Squat 135 lbs
1 Shoulder Press 75 lbs
1 Deadlift 150 lbs"
2011-06-28,"Wall Balls, Box Jump (24 in.)s, Rests",273,false,false,71640,,,"","16 Wall Balls 14 lbs 30 secs
11 Box Jump (18 in.)s 30 secs
Rests 1 min
16 Wall Balls 14 lbs 30 secs
12 Box Jump (18 in.)s 30 secs
Rests 1 min
17 Wall Balls 14 lbs 30 secs
10 Box Jump (18 in.)s 30 secs
Rests 1 min
18 Wall Balls 14 lbs 30 secs
10 Box Jump (18 in.)s 30 secs
Rests 1 min
18 Wall Balls 14 lbs 30 secs
10 Box Jump (18 in.)s 30 secs
Rests 1 min
19 Wall Balls 14 lbs 30 secs
10 Box Jump (18 in.)s 30 secs
Rests 1 min
16 Wall Balls 14 lbs 30 secs
9 Box Jump (18 in.)s 30 secs
Rests 1 min
15 Wall Balls 14 lbs 30 secs
9 Box Jump (18 in.)s 30 secs
Rests 1 min
15 Wall Balls 14 lbs 30 secs
12 Box Jump (18 in.)s 30 secs
Rests 1 min
17 Wall Balls 14 lbs 30 secs
13 Box Jump (18 in.)s 30 secs
Rests 1 min"
2011-06-27,Rips Starting Strength Workout B,1875.60444995,true,false,16091,,"4135 lbs | 115 lbs, 115 lbs, 125 lbs, 65 lbs, 65 lbs, 75 lbs, 85 lbs, 85 lbs, 85 lbs, 95 lbs, and 95 lbs","","5 Back Squats 115 lbs
5 Back Squats 115 lbs
5 Back Squats 125 lbs
5 Shoulder Press 65 lbs
5 Shoulder Press 65 lbs
5 Shoulder Press 75 lbs
3 Power Cleans 85 lbs
3 Power Cleans 85 lbs
3 Power Cleans 85 lbs
3 Power Cleans 95 lbs
3 Power Cleans 95 lbs"
2011-06-24,"Pull-up (strict)s, Weighted Step Ups Holding Dumbbells",147,false,false,13202,,,Strict pull ups with two red bands,"7 rounds of:
7 Strict Pull-ups
14 Weighted Step Ups Holding Dumbbells 30 lbs"
2011-06-24,Turkish Get-Up 5-5-5-5-5,170.09713875,true,false,12375,,"15 mins | 375 lbs | 15 lbs, 15 lbs, 15 lbs, 15 lbs, and 15 lbs",5 each arm,"5 rounds of:
5 Turkish Get Ups 15 lbs"
2011-06-23,Jackie,759000,false,false,63644,,12 mins 39 secs,"","1000 m Rows
50 Thrusters 45 lbs
30 Pull-up (blue band)s"
2011-06-23,Box Jump : Max Height,0.8128,true,false,445,,32 in,"",1 32 in Box Jump
2011-06-22,"FT: Deadlifts, Squats, Push Press and 6 more",637000,false,false,49157,,,"","21 Deadlifts 105 lbs
50 Air Squats
21 Push Press 65 lbs
15 Deadlifts 105 lbs
50 Air Squats
15 Push Press 65 lbs
9 Deadlifts 105 lbs
50 Air Squats
9 Push Press 65 lbs"
2011-06-21,"Ring Push Ups, L Sit (Rings)s, Skin The Cats, Air Squats",9024,false,false,9024,,,"Ring push ups plank negative with the press up on my knees, L-Sit on Bars, Skin the cats ring inverts with bands.","5 Ring Push-ups
Ring L Sits 5 secs
5 Skin The Cats
5 Air Squats
10 Ring Push-ups
Ring L Sits 10 secs
10 Skin The Cats
10 Air Squats
15 Ring Push-ups
Ring L Sits 15 secs
15 Skin The Cats
15 Air Squats
10 Ring Push-ups
Ring L Sits 10 secs
10 Skin The Cats
10 Air Squats
5 Ring Push-ups
Ring L Sits 5 secs
5 Skin The Cats
5 Air Squats"
2011-06-21,Row 2500 m TT,660000,true,false,74078,,,"",2500 m Rows 11 mins
2011-06-20,"Tire Flips, Run (hill - weighted)s, Kettlebell Swing (1 arm)s",7.0,true,false,0,,,"","7 rounds of:
5 Tire Flips
1 Run (Hill Weighted) 25 lbs
20 Kettlebell Swing (1 arm)s 16 lbs"
2011-06-18,"Box Jump Overs, Inverted Burpees",0,false,false,0,,,"18"" box","15 Box Jump Overs
15 Inverted Burpees
12 Box Jump Overs
12 Inverted Burpees
9 Box Jump Overs
9 Inverted Burpees"
2011-06-18,Pull-ups : Max Set,1,true,false,269,,,First Kipping Pull-up!!,1 Pull-up
2011-06-17,CrossFit Total II,158.7573295,true,false,1386,,,"PR on all three lifts, OH squat (+ 35 lbs), Bench (+10 lbs), Clean (+20 lbs)","1 Clean 125 lbs
1 Bench Press 105 lbs
1 Overhead Squat 120 lbs"
2011-06-16,Kelly,1151000,false,false,93455,,19 mins 11 secs,"","3 rounds of:
400 m Runs
30 Box Jump (24 In.)s
30 Wall Balls 14 lbs"
2011-06-15,Squat Clean 3-3-3-3-3,578.33027175,true,false,9667,,"1275 lbs | 85 lbs, 85 lbs, 85 lbs, 85 lbs, and 85 lbs","","5 rounds of:
3 Squat Cleans 85 lbs"
2011-06-15,Front Squat 3-3-3-3-3,646.36912725,true,false,5311,,"1425 lbs | 95 lbs, 95 lbs, 95 lbs, 95 lbs, and 95 lbs","","5 rounds of:
3 Front Squats 95 lbs"
2011-06-15,Run 2 mi TT,1291000,true,false,0,,,"Tredmill, incline 1.0",3200 m Runs 21 mins 31 secs
2011-06-14,Amanda,701000,false,false,12681,,,"C to B pull-ups with band, dips with band","9 Chest-to-bar Pull-up (banded)s
18 Bar Dip (assisted)s
9 Squat Snatches 65 lbs
7 Chest-to-bar Pull-up (banded)s
14 Bar Dip (assisted)s
7 Squat Snatches 65 lbs
5 Chest-to-bar Pull-up (banded)s
10 Bar Dip (assisted)s
5 Squat Snatches 65 lbs"
2011-06-13,"Chipper: Rows, Air Squats, Sit-up (standard)s and 2 more",459000,false,false,43340,459000,7 mins 39 secs,"","500 m Rows 1 min 47 secs
40 Air Squats
30 Sit-up (standard)s
20 Push-ups
10 Pull-up (blue band)s"
2011-06-13,Shoulder Press 3-3-3-3-3,510.29141625,true,false,1986,,"1125 lbs | 75 lbs, 75 lbs, 75 lbs, 75 lbs, and 75 lbs","","5 rounds of:
3 Shoulder Press 75 lbs"
2011-06-13,Push Press 3-3-3-3-3,612.3496995,true,false,2383,,"1350 lbs | 90 lbs, 90 lbs, 90 lbs, 90 lbs, and 90 lbs","","5 rounds of:
3 Push Press 90 lbs"
2011-06-13,Row 500 m TT,107400,true,false,22548,,,"",500 m Rows 1 min 47 secs
2011-06-10,Power Cleans AMRAP 5mins,9.0,true,false,14693,,,Hip Pop,"9 rounds of:
3 Power Cleans 85 lbs"
2011-06-10,Shoulder-to-Overheads AMRAP 5mins,8.0,true,false,0,,,"","8 rounds of:
3 Shoulder-to-Overheads 85 lbs"
2011-06-10,Run 2 mi TT,1260000,true,false,0,,,"",3200 m Runs 21 mins
2011-06-09,Deadlift 75% of 1RM 3-3-3-3-3-3,1850.6568696,true,false,0,,"4080 lbs | 130 lbs, 130 lbs, 130 lbs, 130 lbs, 130 lbs, 130 lbs, 145 lbs (3), 145 lbs (3), 145 lbs (3), and 145 lbs (3)","10 rounds of 3, 6 rounds @ 130, 4 rounds @ 145","3 Deadlift 75%s 130 lbs
3 Deadlift 75%s 130 lbs
3 Deadlift 75%s 130 lbs
3 Deadlift 75%s 130 lbs
3 Deadlift 75%s 130 lbs
3 Deadlift 75%s 130 lbs
3 Deadlift 75%s 145 lbs
3 Deadlift 75%s 145 lbs
3 Deadlift 75%s 145 lbs
3 Deadlift 75%s 145 lbs"
2011-06-08,Wilmot,1002000,false,false,36098,,,"","6 rounds of:
30 Air Squats
15 Ring Dip (Blue Band)s"
2011-06-07,"Pistol (right leg)s, Ring Rows, Pistol (left leg)s, Bar Dip (assisted)s",0,false,false,0,,,Pistols on 12 box using ring for stability,"6 Pistol (Right Leg)s
6 Ring Rows
6 Pistol (Left Leg)s
6 Bar Dip (assisted)s
5 Pistol (Right Leg)s
5 Ring Rows
5 Pistol (Left Leg)s
5 Bar Dip (assisted)s
4 Pistol (Right Leg)s
4 Ring Rows
4 Pistol (Left Leg)s
4 Bar Dip (assisted)s
3 Pistol (Right Leg)s
3 Ring Rows
3 Pistol (Left Leg)s
3 Bar Dip (assisted)s
2 Pistol (Right Leg)s
2 Ring Rows
2 Pistol (Left Leg)s
2 Bar Dip (assisted)s
1 Pistol (Right Leg)
1 Ring Row
1 Pistol (Left Leg)
1 Bar Dip (assisted)"
2011-06-06,CrossFit Games Regional 11.4,912000,false,false,36670,,,"","30 Pull-up (red band)s
50 Kettlebell Swings 35 lbs
50 Double Unders
50 Overhead Squats 55 lbs"
2011-06-03,Split Jerk 1-1-1-1-1-1-1,344.7302012,true,false,1342,,"760 lbs | 85 lbs, 95 lbs, 105 lbs, 110 lbs, 115 lbs, 120 lbs, and 130 lbs","","1 Split Jerk 85 lbs
1 Split Jerk 95 lbs
1 Split Jerk 105 lbs
1 Split Jerk 110 lbs
1 Split Jerk 115 lbs
1 Split Jerk 120 lbs
1 Split Jerk 130 lbs"
2011-06-02,Tabata This!,37,false,false,62203,,,"","7 Rows
7 Rows
7 Rows
7 Rows
7 Rows
6 Rows
6 Rows
6 Rows
Rests 1 min
16 Air Squats
16 Air Squats
16 Air Squats
16 Air Squats
15 Air Squats
13 Air Squats
15 Air Squats
15 Air Squats
Rests 1 min
7 Pull-ups
3 Pull-ups
3 Pull-ups
3 Pull-ups
3 Pull-ups
3 Pull-ups
3 Pull-ups
2 Pull-ups
Rests 1 min
10 Push-ups
7 Push-ups
6 Push-ups
6 Push-ups
6 Push-ups
6 Push-ups
6 Push-ups
7 Push-ups
Rests 1 min
12 Sit-up (standard)s
11 Sit-up (standard)s
11 Sit-up (standard)s
10 Sit-up (standard)s
10 Sit-up (standard)s
11 Sit-up (standard)s
11 Sit-up (standard)s
12 Sit-up (standard)s
Rests 1 min"
2011-06-01,L Sit (Rings)s,95000,false,false,0,,,"Tuck sit on Paralletes, Tried L-sit first and got 6 secs sub 90 deg. Then did tuck sit.","3 rounds of:
L Sit On Parallettes 1 min 35 secs"
2011-05-31,"Pull-ups, Burpees",1153000,false,false,68678,,,Ripped my hands,"40 Pull-up (blue band)s
10 Burpees
30 Pull-up (blue band)s
20 Burpees
20 Pull-up (blue band)s
30 Burpees
10 Pull-up (blue band)s
40 Burpees"
2011-05-30,Abbate,2350000,false,false,31764,,,"","1600 m Runs 8 mins 51 secs
21 Clean & Jerks 85 lbs
800 m Runs 5 mins 20 secs
21 Clean & Jerks 85 lbs
1600 m Runs 9 mins 57 secs"
2011-05-29,Run 3 mi TT,1920000,true,false,0,,,Run on tredmill approximate time.,3 mi Runs
2011-05-25,"Sandbag Get Ups, Walking Lunges, Burpees",856000,false,false,59782,,,3 Rounds,"3 rounds of:
8 Sandbag Get Ups 25 lbs
50 Walking Lunges
20 Burpees"
2011-05-24,7 RFT: Double Unders and Snatches,1800000,true,false,24161,,,Tried 90 lbs the last two rounds and failed,"35 Double Unders
1 Snatch 55 lbs
35 Double Unders
1 Snatch 65 lbs
35 Double Unders
1 Snatch 75 lbs
35 Double Unders
1 Snatch 80 lbs
35 Double Unders
1 Snatch 85 lbs
35 Double Unders
1 Snatch
35 Double Unders
1 Snatch"
2011-05-24,Squat Snatch : 1 Rep Max,40.8233133,true,false,735,,,"Not very pretty, but got it up.",1 Squat Snatch 90 lbs
2011-05-23,Half Rowing Daniel,590000,false,false,17096,,,"","25 Pull-up (green band)s
200 m Rows
11 Thrusters 65 lbs
400 m Rows
11 Thrusters 65 lbs
200 m Rows
25 Pull-up (green band)s"
2011-05-19,"3 RFT: Front Squats, Handstand Walks, Sit Up (Ghd)s and Handstand Walks",1441000,false,false,18234,,,"Handstand Walk on wall, 20 steps","3 rounds of:
21 Front Squats 55 lbs
20 ft Handstand Walks
30 Sit-up (GHD - parallel)s
20 ft Handstand Walks"
2011-05-18,Snatch Balance 3-3-3-3-3,489.8797596,true,false,4753,,"1080 lbs | 55 lbs, 65 lbs, 75 lbs, 80 lbs, and 85 lbs","","3 Snatch Balances 55 lbs
3 Snatch Balances 65 lbs
3 Snatch Balances 75 lbs
3 Snatch Balances 80 lbs
3 Snatch Balances 85 lbs"
2011-05-18,Clean Pull 5-5-5-5-5,1190.67997125,true,false,0,,"2625 lbs | 85 lbs, 95 lbs, 105 lbs, 115 lbs, and 125 lbs","","5 Clean Pulls 85 lbs
5 Clean Pulls 95 lbs
5 Clean Pulls 105 lbs
5 Clean Pulls 115 lbs
5 Clean Pulls 125 lbs"
2011-05-18,Overhead Squat : 1 Rep Max,38.55535145,true,false,338,,85 lbs | 85 lbs,"",1 Overhead Squat 85 lbs
2011-05-17,Griff,971000,true,false,0,,,"","800 m Runs 4 mins 24 secs
400 m Run (Backwards)s 3 mins 28 secs
800 m Runs 4 mins 59 secs
400 m Run (Backwards)s 3 mins 19 secs"
2011-05-17,Back Squat 3-3-3-3-3,850.48569375,true,false,6038,,"1875 lbs | 125 lbs, 125 lbs, 125 lbs, 125 lbs, and 125 lbs","","5 rounds of:
3 Back Squats 125 lbs"
2011-05-16,Push Press 5-5-5-5-5,850.48569375,true,false,3310,,"1875 lbs | 65 lbs, 70 lbs, 75 lbs, 80 lbs, and 85 lbs","","5 Push Press 65 lbs
5 Push Press 70 lbs
5 Push Press 75 lbs
5 Push Press 80 lbs
5 Push Press 85 lbs"
2011-05-16,Power Clean 3-3-3-3-3,571.5263862,true,false,8102,,"1260 lbs | 65 lbs, 75 lbs, 85 lbs, 95 lbs, and 100 lbs","","3 Power Cleans 65 lbs
3 Power Cleans 75 lbs
3 Power Cleans 85 lbs
3 Power Cleans 95 lbs
3 Power Cleans 100 lbs"
2011-05-16,Row 500 m TT,116800,true,false,19185,,,"",500 m Rows 1 min 56 secs
2011-05-16,Run 3 mi TT,1830000,true,false,0,,,"",3 mi Runs 30 mins 30 secs
2011-05-14,Double Unders : Max Set,40,true,false,3336,,,"",40 Double Unders
2011-05-14,Row 100 m TT,19200,true,false,5721,,,"",100 m Rows 19 secs
2011-05-14,Squat Snatch : 1 Rep Max,36.2873896,true,false,683,,,"",1 Squat Snatch 80 lbs
2011-05-14,Push Press : 1 Rep Max,49.8951607,true,false,194,,110 lbs | 110 lbs,"",1 Push Press 110 lbs
2011-05-14,Push Press 3-3-3-3-3-3-3,519.36326365,false,false,2021,,"1145 lbs | 55 lbs, 75 lbs, 85 lbs, 95 lbs, 105 lbs (1), and 110 lbs (1)","","3 Push Press 55 lbs
3 Push Press 75 lbs
3 Push Press 85 lbs
3 Push Press 95 lbs
1 Push Press 105 lbs
1 Push Press 110 lbs"
2011-05-13,Deadlift 5-5-5-5-5,1508.19463025,true,false,9121,,"3325 lbs | 105 lbs, 125 lbs, 135 lbs, 145 lbs, and 155 lbs","","5 Deadlifts 105 lbs
5 Deadlifts 125 lbs
5 Deadlifts 135 lbs
5 Deadlifts 145 lbs
5 Deadlifts 155 lbs"
2011-05-13,AMReps 10 mins: Kettlebell Snatch,217,false,false,65365,,,"",217 Kettlebell Snatches 12 kg
2011-05-12,Front Squat 5-5-5-5-5,963.88378625,true,false,8448,,"2125 lbs | 65 lbs, 75 lbs, 85 lbs, 95 lbs, and 105 lbs","","5 Front Squats 65 lbs
5 Front Squats 75 lbs
5 Front Squats 85 lbs
5 Front Squats 95 lbs
5 Front Squats 105 lbs"
2011-05-11,"5 RFT: Overhead Squats, Toes To Bars, Dumbbell Hang Squat Cleans and Double Unders",1283000,false,false,19271,,,"","5 rounds of:
5 Overhead Squats 65 lbs
10 Toes-to-bars
15 Dumbbell Hang Squat Cleans 20 lbs
20 Double Unders"
2011-05-10,Annie,621000,true,false,37330,,,"","50 Double Unders
50 AbMat Sit-ups
40 Double Unders
40 AbMat Sit-ups
30 Double Unders
30 AbMat Sit-ups
20 Double Unders
20 AbMat Sit-ups
10 Double Unders
10 AbMat Sit-ups"
2011-05-10,Double Unders : Max Set,33,true,false,2752,,,"",33 Double Unders
2011-05-09,"AMRAP 20 mins: Pull Up (Chest To Bar)s, Wall Balls and Kettlebell Swings",7.333,false,false,51714,,,"","7 rounds of:
5 Pull-up (blue band)s
10 Wall Balls 10 lbs
15 Kettlebell Swings 1 pood
plus a partial round of:
0 Pull-up (blue band)s
10 Wall Balls 10 lbs
0 Kettlebell Swings 1 pood"
2011-05-09,Overhead Squat 5-5-5-5-5,737.08760125,true,false,7640,,"1625 lbs | 55 lbs, 60 lbs, 65 lbs, 70 lbs, and 75 lbs","","5 Overhead Squats 55 lbs
5 Overhead Squats 60 lbs
5 Overhead Squats 65 lbs
5 Overhead Squats 70 lbs
5 Overhead Squats 75 lbs"
2011-05-07,"21-15-9: Box Jumps, Power Snatches and Pull Up (Chest To Bar)s",955000,false,false,38622,,,"","21 Box Jump (18 in.)s
21 Power Snatches 55 lbs
21 Pull-up (green band)s
15 Box Jump (18 in.)s
15 Power Snatches 55 lbs
15 Pull-up (green band)s
9 Box Jump (18 in.)s
9 Power Snatches 55 lbs
9 Pull-up (green band)s"
2011-05-07,Row 100 m TT,19600,true,false,5376,,,"",100 m Rows 19.6 secs
2011-05-07,Row 100m x5,0.0,true,false,26341,,"","","100 m Rows 19.6 secs
100 m Rows 19.8 secs
100 m Rows 19.8 secs
100 m Rows 19.9 secs
100 m Rows 19.9 secs"
2011-05-04,Squat Clean 5-5-5-5-5,793.7866475,true,false,14595,,"1750 lbs | 70 lbs, 70 lbs, 70 lbs, 70 lbs, and 70 lbs",65% of 1RM,"5 rounds of:
5 Squat Cleans 70 lbs"
2011-05-03,Bear Complex 7-7-7-7-7,793.7866475,true,false,0,,"1750 lbs | 30 lbs (7), 40 lbs (7), 50 lbs (7), 60 lbs (7), and 70 lbs (7)","","7 Bear Complexes 30 lbs
7 Bear Complexes 40 lbs
7 Bear Complexes 50 lbs
7 Bear Complexes 60 lbs
7 Bear Complexes 70 lbs"
2011-05-02,Back Squat 3-3-3,510.29141625,true,false,3623,,"1125 lbs | 125 lbs, 125 lbs, and 125 lbs",80% 1RM,"3 rounds of:
3 Back Squats 125 lbs"
2011-05-02,Front Squat 3-3-3,421.8409041,true,false,3308,,"930 lbs | 95 lbs, 105 lbs, and 110 lbs","","3 Front Squats 95 lbs
3 Front Squats 105 lbs
3 Front Squats 110 lbs"
2011-04-28,"Burpee (bar facing)s, Overhead Squats",530000,false,false,14471,,,"","20 Bar Facing Burpees
5 Overhead Squats 55 lbs
15 Bar Facing Burpees
10 Overhead Squats 55 lbs
10 Bar Facing Burpees
15 Overhead Squats 55 lbs
5 Bar Facing Burpees
20 Overhead Squats 55 lbs"
2011-04-26,Push Jerk 3-3-2-2,444.5205226,true,false,1730,,"980 lbs | 85 lbs, 95 lbs, 105 lbs, and 115 lbs","","3 Push Jerks 85 lbs
3 Push Jerks 95 lbs
2 Push Jerks 105 lbs
2 Push Jerks 115 lbs"
2011-04-26,"Power Cleans, Front Squats, Burpees, Rests",633000,false,false,47481,,,"","4 rounds of:
9 Power Cleans 65 lbs
9 Front Squats 65 lbs
10 Burpees
Rests 1 min"
2011-04-21,"Run, Rest: 1600 m, 1200 m, 800 m and 400 m",1296000,true,false,0,1296000,"21 mins 36 secs | (8 mins 48 secs), (6 mins 29 secs), (4 mins 15 secs), and (2 mins 4 secs)","","1600 m Runs 8 mins 48 secs
Rests 3 mins
1200 m Runs 6 mins 29 secs
Rests 2 mins
800 m Runs 4 mins 15 secs
Rests 1 min
400 m Runs 2 mins 4 secs
Rests"
2011-04-21,Run 400 m TT,124000,true,false,0,,,"",400 m Runs 2 mins 4 secs
2011-04-20,"""Tabata"" - Air Squats : 8 x 20 secs / 10 secs",137,true,false,27475,,,"","18 Air Squats
17 Air Squats
17 Air Squats
17 Air Squats
17 Air Squats
17 Air Squats
17 Air Squats
17 Air Squats"
2011-04-20,"Pull-up (weighted)s, Dip (weighted)s",0.0,false,false,3162,,"","Pull-ups with red and Purple band
Dips with Purple band","5 rounds of:
3 Pull-up (red band)s
3 Bar Dip (assisted)s"
2011-04-19,RJ,1476000,false,false,29590,,,"","3 rounds of:
800 m Runs
1 15 ft Rope Climb
25 Push-ups"
2011-04-18,Squat Clean 2-2-2-2-2,444.5205226,true,false,6970,,"980 lbs | 85 lbs, 100 lbs, 100 lbs, 100 lbs, and 105 lbs","","2 Squat Cleans 85 lbs
2 Squat Cleans 100 lbs
2 Squat Cleans 100 lbs
2 Squat Cleans 100 lbs
2 Squat Cleans 105 lbs"
2011-04-18,Tabata Handstand (wall),0,false,false,0,,,"","8 rounds of:
Handstand Holds 20 secs
Rests 10 secs"
2011-04-16,5 x 500M Row Sprints,611000,true,false,86658,,,30 sec rests,"500 m Rows 1 min 58 secs
500 m Rows 2 mins 2 secs
500 m Rows 2 mins 8 secs
500 m Rows 2 mins 4 secs
500 m Rows 1 min 59 secs"
2011-04-16,Front Squat 3-3-3-3-3,632.76135615,true,false,5262,,"1395 lbs | 85 lbs, 85 lbs, 95 lbs, 95 lbs, and 105 lbs","","3 Front Squats 85 lbs
3 Front Squats 85 lbs
3 Front Squats 95 lbs
3 Front Squats 95 lbs
3 Front Squats 105 lbs"
2011-04-14,"Pull-ups, Walking Lunges, Wall Ball With Weight Vests, Back Extensions",560000,false,false,26688,,,"","2 rounds of:
21 Pull-ups
21 Walking Lunges
21 Wall Ball With Weight Vests 14 lbs
21 Back Extensions"
2011-04-14,"Ring Push Ups, Hollow Rocks",0,false,false,0,,,"","2 Ring Push-ups
20 Hollow Rocks
4 Ring Push-ups
16 Hollow Rocks
6 Ring Push-ups
12 Hollow Rocks
8 Ring Push-ups
8 Hollow Rocks
10 Ring Push-ups
4 Hollow Rocks
12 Ring Push-ups
Hollow Rocks 30 secs"
2011-04-14,Double Unders : Max Set,22,true,false,1835,,,"",22 Double Unders
2011-04-14,Row 1 km TT,248500,true,false,33578,,,"",1000 m Rows 4 mins 8 secs
2011-04-13,CrossFit Games Open 11.4,1.061,false,false,35542,,1.061 rounds,"","1 rounds of:
40 Bar Facing Burpees
30 Overhead Squats 45 lbs
10 Muscle Up Progressions
plus a partial round of:
11 Bar Facing Burpees
0 Overhead Squats 45 lbs
0 Muscle Up Progressions"
2011-04-12,Power Clean 2-2-2-2-2,385.5535145,true,false,5442,,"850 lbs | 85 lbs, 85 lbs, 85 lbs, 85 lbs, and 85 lbs","","5 rounds of:
2 Power Cleans 85 lbs"
2011-04-12,"Muscle Up Progressions, Pistol (right leg)s, Pistol (left leg)s, Wall Walks",0,false,false,0,,,"","4 rounds of:
1 Muscle Up Progression
6 Pistol (Right Leg)s
6 Pistol (Left Leg)s
1 Wall Walk"
2011-04-07,CrossFit Games Open 11.3,32,false,false,12712,300000,16.0 rounds | 32 reps,"","16 rounds of:
1 Squat Clean 85 lbs
1 Push Jerk 85 lbs"
2011-04-06,Back Squat 1-1-1-1-1-1-1,394.6253619,true,false,2810,,"870 lbs | 90 lbs, 105 lbs, 115 lbs, 125 lbs, 135 lbs, 155 lbs, and 145 lbs","","1 Back Squat 90 lbs
1 Back Squat 105 lbs
1 Back Squat 115 lbs
1 Back Squat 125 lbs
1 Back Squat 135 lbs
1 Back Squat 155 lbs
1 Back Squat 145 lbs"
2011-04-06,Sots Press 5-5-5,272.155422,true,false,0,,"600 lbs | 35 lbs, 40 lbs, and 45 lbs","","5 Sots Press 35 lbs
5 Sots Press 40 lbs
5 Sots Press 45 lbs"
2011-04-05,Arnie,1725000,false,false,30216,,,"","21 Turkish Get-up, Right Arms 12 kg
50 Kettlebell Swings 12 kg
21 Kettlebell Overhead Squat Left Arms 12 kg
50 Kettlebell Swings 12 kg
21 Kettlebell Overhead Squat Right Arms 12 kg
50 Kettlebell Swings 12 kg
21 Turkish Get-up, Left Arms 12 kg"
2011-04-04,"Knees-to-elbows, Push-ups, Pistols, V-ups",27412,false,false,27412,,,"","2 Knees To Elbows
10 Push-ups
2 Pistols
0 V-ups
2 Knees To Elbows
10 Push-ups
2 Pistols
0 V-ups
2 Knees To Elbows
10 Push-ups
2 Pistols
0 V-ups
2 Knees To Elbows
10 Push-ups
2 Pistols
0 V-ups
2 Knees To Elbows
10 Push-ups
2 Pistols
0 V-ups
2 Knees To Elbows
5 Push-ups
2 Pistols
3 V-ups
2 Knees To Elbows
5 Push-ups
2 Pistols
4 V-ups
2 Knees To Elbows
5 Push-ups
2 Pistols
3 V-ups
2 Knees To Elbows
5 Push-ups
2 Pistols
5 V-ups
2 Knees To Elbows
5 Push-ups
2 Pistols
2 V-ups"
2011-04-04,Squat Clean 3-3-3-2-2-1,523.89918735,true,false,8881,,"1155 lbs | 65 lbs, 75 lbs, 85 lbs, 95 lbs, 95 lbs, and 100 lbs","","3 Squat Cleans 65 lbs
3 Squat Cleans 75 lbs
3 Squat Cleans 85 lbs
2 Squat Cleans 95 lbs
2 Squat Cleans 95 lbs
1 Squat Clean 100 lbs"
2011-04-03,Diane,336000,false,false,22646,,,Band assisted handstand push-up,"21 Deadlifts 115 lbs
21 Handstand Push-ups
15 Deadlifts 115 lbs
15 Handstand Push-ups
9 Deadlifts 115 lbs
9 Handstand Push-ups"
2011-04-03,Double Unders : Max Set,18,true,false,1501,,,"",18 Double Unders
2011-04-03,Sumo Deadlift High-pull 1-1-1-1-1,154.2214058,true,false,1876,,"340 lbs | 30 lbs, 50 lbs, 80 lbs, 90 lbs, and 90 lbs","","1 Sumo Deadlift High-pull 30 lbs
1 Sumo Deadlift High-pull 50 lbs
1 Sumo Deadlift High-pull 80 lbs
1 Sumo Deadlift High-pull 90 lbs
1 Sumo Deadlift High-pull 90 lbs"
2011-04-01,5 RFT: Medicine Ball Cleans and Wall Balls,509000,true,false,47004,,,"","5 rounds of:
15 Medicine Ball Cleans 14 lbs
15 Wall Balls 14 lbs"
2011-04-01,Vertical Jump : Max Height,0.4191,true,false,0,,,"",1 16.5 in Vertical Jump
